update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,2658.491590715449,0,0.0,0.0,0,0,0.0,0.0,0,0,1.9205767214298248,-0.10085751209408045,-0.020881242351606488,0.0008547808247385547,0.039521124069333294,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,2627.769646551584,1,0.0,0.0,0,0,0.0,0.0,0,0,1.9376884996891022,-0.07537146471440792,-0.012886582990176976,0.00010864858359127538,0.006442646687985026,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,2721.418580175376,2,0.056443750858306885,0.21860570707170315,0.0,0.9031000137329102,20.1875,78.18585130156222,0.0,323.0,1.9259558022022247,-0.05602248199284077,-0.019915226730518043,0.0030003137508174405,0.019886494817560482,0.056443750858306885,0.21860570707170315,0.0,0.9031000137329102
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,2740.0669717021337,3,0.056443750858306885,0.21860570707170315,0.0,0.9031000137329102,20.1875,78.18585130156222,0.0,323.0,1.9325934797525406,-0.061282805632799864,-0.009828509239014238,0.00012942549892613897,0.007701264604462207,0.056443750858306885,0.21860570707170315,0.0,0.9031000137329102
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,2694.2905985479574,3,0.056443750858306885,0.21860570707170315,0.0,0.9031000137329102,20.1875,78.18585130156222,0.0,323.0,1.940983921289444,-0.050223924685269594,-0.009376804460771382,3.5232893878855975e-05,0.004247583050109974,0.056443750858306885,0.21860570707170315,0.0,0.9031000137329102
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,2385.7390575953455,4,0.10581875219941139,0.2806830881566943,0.0,0.9031000137329102,63.9375,181.81737704012232,0.0,700.0,1.9352687001228333,-0.036357932491227984,-0.014270303770899773,0.0021116748175700195,0.017408925287409963,0.10581875219941139,0.2806830881566943,0.0,0.9031000137329102
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,2376.0633149627297,5,0.10581875219941139,0.2806830881566943,0.0,0.9031000137329102,63.9375,181.81737704012232,0.0,700.0,1.939449816942215,-0.026512429350987077,-0.004909795359708369,4.235293226884096e-05,0.003148698414124457,0.10581875219941139,0.2806830881566943,0.0,0.9031000137329102
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,2519.427335378807,6,0.10581875219941139,0.2806830881566943,0.0,0.9031000137329102,63.9375,181.81737704012232,0.0,700.0,1.9423409402370453,-0.021731049986556172,-0.0033510865760035813,6.166537013996276e-05,0.004543780018864598,0.10581875219941139,0.2806830881566943,0.0,0.9031000137329102
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,2722.296568422387,7,0.188143752515316,0.329851418212712,0.0,0.9031000137329102,206.1875,395.6194855460863,0.0,1142.0,1.9358201622962952,-0.006313602527370676,-0.014558937749825418,0.002365080377785489,0.022258702319843556,0.188143752515316,0.329851418212712,0.0,0.9031000137329102
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,2734.393099217843,7,0.188143752515316,0.329851418212712,0.0,0.9031000137329102,206.1875,395.6194855460863,0.0,1142.0,1.9380447268486023,-0.007698297966271639,-0.0038959829544182867,0.00011513834397192113,0.004945128056946815,0.188143752515316,0.329851418212712,0.0,0.9031000137329102
11,22528,2717.5614625970215,8,0.188143752515316,0.329851418212712,0.0,0.9031000137329102,206.1875,395.6194855460863,0.0,1142.0,1.9406473189592361,-0.005934553919360042,-0.0008175906114047393,2.008554838539567e-05,0.0018326061048583525,0.188143752515316,0.329851418212712,0.0,0.9031000137329102
12,24576,2735.9999796152115,9,0.188143752515316,0.329851418212712,0.0,0.9031000137329102,206.1875,395.6194855460863,0.0,1142.0,1.943054810166359,-0.004093775089131668,-0.001082331953512039,1.7762162087819888e-05,0.0015506635830163735,0.188143752515316,0.329851418212712,0.0,0.9031000137329102
